student_id,student_name,grade,school_name,reading_score,math_score,school_type
72234862,Robert Mcintosh,12th,Fisher High School,82.5,51.7,Public
91694140,Michael Quinn,12th,Richard High School,91.3,83.9,Charter
114432580,Robert Bowman,12th,Wagner High School,77.8,46.6,Public
110753043,Shawn Perry,9th,Wagner High School,22.5,65.4,Public
67586981,Tracy Hurst,11th,Bowers High School,73.5,92.3,Public
127262323,Wendy Mcknight,10th,Turner High School,69,81.9,Public
127311245,Kelly Johnson,12th,Chang High School,61.1,85.9,Public
103627380,Michael Hall,12th,Fisher High School,71.4,60,Public
115936881,Olivia Vazquez,10th,Campbell High School,71.2,85.2,Public
98754643,Matthew Williams,10th,Richard High School,79.7,65.9,Charter
40789161,Jessica Daugherty,12th,Fisher High School,84.3,54.7,Public
12235371,Rebecca Harris,12th,Turner High School,69.1,60.9,Public
121372277,Kevin Wright,9th,Montgomery High School,92.3,65.2,Public
19682082,Kristie Miller,10th,Turner High School,95.4,,Public
66102272,Tamara Johnson,12th,Turner High School,45.5,51.4,Public
90608580,Lisa York,11th,Turner High School,69.3,64.9,Public
111563465,Krystal Ramsey,10th,Richard High School,,55.4,Charter
78373361,Victoria Snyder,12th,Chang High School,49.7,64.1,Public
88384722,Ashley Brown,10th,Fisher High School,61.1,71.6,Public
13235231,Todd Frost,11th,Dixon High School,78.9,40,Charter
109994046,Michelle Glass,12th,Campbell High School,63.2,92.8,Public
75748944,Jeremiah Smith,9th,Montgomery High School,95,93.4,Public
61187593,Tyler Garcia,12th,Fisher High School,95.2,45,Public
96684919,Jasmine Bartlett,12th,Montgomery High School,75.3,44.3,Public
104604195,Joseph Brooks,11th,Richard High School,62,71.2,Charter
89964879,Ashley Taylor,9th,Sullivan High School,65.4,64.1,Public
98109502,Catherine Adams,10th,Richard High School,67.4,60.6,Charter
48094764,John Holland,11th,Bowers High School,93.6,,Public
15967727,Charles Roman,12th,Fisher High School,94.1,58.1,Public
34499580,Candace Harris,12th,Chang High School,,72.9,Public
15916998,Gary Hancock,12th,Chang High School,64.1,70.1,Public
72644407,Danielle Bradford,9th,Fisher High School,98.2,,Public
44814100,Mary Garrett,10th,Fisher High School,86.6,61.7,Public
60322867,Melissa Lowe,11th,Turner High School,90.2,54,Public
35982821,Kathryn Brooks,9th,Chang High School,67,59.6,Public
41280368,Tina Mann,11th,Richard High School,91,66.5,Charter
11157913,Donald Gonzales,9th,Montgomery High School,89,69.6,Public
83708170,Heidi Wilson,11th,Silva High School,,93.7,Public
88958404,Lindsey Fry,10th,Turner High School,71.9,90.6,Public
40093268,Barry Jenkins,12th,Green High School,72.5,67.4,Public
104488803,Sonya Mclaughlin,11th,Silva High School,97.7,41.9,Public
32916447,Sara Duke,11th,Silva High School,76.2,81.5,Public
78923148,Kristina Kim,12th,Turner High School,70.8,,Public
54965670,Adam Deleon,10th,Montgomery High School,71.1,54.8,Public
25930508,Michael Richardson,12th,Richard High School,65.3,67.2,Charter
28124502,Danielle Brown,9th,Turner High School,70.5,81.3,Public
71004569,Joseph Harris,11th,Turner High School,90.9,79,Public
43721469,Robert Gregory,9th,Turner High School,93.8,72.8,Public
25040236,Ryan Reed,9th,Turner High School,63.2,84.9,Public
124217643,Alexis Robinson,11th,Chang High School,81.5,74,Public
21914081,Tonya Wilson,9th,Fisher High School,42.5,97.5,Public
42363873,Jennifer Lawrence,12th,Chang High School,59.9,50,Public
94127520,Brandi Salas,11th,Silva High School,91.3,64.2,Public
81553929,Tony Lyons,12th,Fisher High School,86.5,35,Public
33130581,Jerome Ferguson,9th,Campbell High School,82.1,62.7,Public
126560000,Patrick Ballard,10th,Sullivan High School,71.3,53.8,Public
115583425,John Herrera,10th,Fisher High School,89.3,84.7,Public
42848220,Christopher Jones,12th,Turner High School,70.7,45.3,Public
60246707,Steven Diaz,11th,Richard High School,67.8,56.5,Charter
12824070,Alexandria Mcconnell,11th,Turner High School,79.4,39.3,Public
122182055,Makayla Adams,12th,Chang High School,,57.8,Public
100993907,Danielle Mercer,11th,Green High School,59.4,46.2,Public
58710494,Ryan Rosales,11th,Fisher High School,72.9,36.6,Public
83623938,Diane Gomez,9th,Fisher High School,,81.7,Public
84123725,Eric Fuentes,9th,Turner High School,53,81,Public
111202849,Kelly Fitzgerald,9th,Fisher High School,59.7,49.8,Public
76675278,Sherry Bruce,11th,Green High School,63.8,74.9,Public
114635277,Brenda Alexander,11th,Bowers High School,,49.2,Public
46145547,Bethany Campbell,12th,Campbell High School,90.5,77.4,Public
19510510,Christopher Collier,11th,Bowers High School,76.4,88.3,Public
127393920,Jane Williamson,10th,Silva High School,61.9,71.7,Public
34479937,Brenda Henry,10th,Wagner High School,85.5,57.5,Public
96294891,Lisa Barajas,12th,Fisher High School,83.1,42.8,Public
20638313,Sandra Lopez,10th,Wagner High School,98.5,64.2,Public
35067746,Darrell Rivera,10th,Richard High School,60.6,46.6,Charter
16610167,Peggy Love,10th,Campbell High School,87.2,78.5,Public
64604468,Sarah Thomas,11th,Chang High School,,87,Public
10677274,Justin Everett,11th,Turner High School,,22.5,Public
71610351,Shawn Porter,10th,Campbell High School,,73.1,Public
92454460,Charles Salas,10th,Fisher High School,75.8,74.4,Public
14891988,Rebecca Hudson,11th,Campos High School,71.5,71,Public
14504437,Susan Wells,11th,Sullivan High School,91.6,49.8,Public
71908364,Steve Johnson,10th,Campbell High School,,99.8,Public
68982186,Tonya Gibson,9th,Woods High School,66.1,53.6,Public
93584274,Rebecca Brown,11th,Turner High School,89.3,78.7,Public
94340307,Erin Wright,11th,Odonnell High School,49.5,60.4,Public
50899339,Robert Oneal,9th,Richard High School,75.4,66.4,Charter
14262397,Justin Wright,9th,Fisher High School,80.3,71.6,Public
81894455,Derrick Villarreal,11th,Campos High School,50.1,,Public
83065172,Thomas Mejia,12th,Montgomery High School,58.4,68.7,Public
56379882,Chelsea Bowman,10th,Richard High School,40.6,54.5,Charter
16183364,Monica Sanchez,12th,Richard High School,56.9,62.9,Charter
70838231,Jesse Richard,11th,Chang High School,,79.3,Public
44405946,Rebecca Scott,11th,Richard High School,74.7,53.8,Charter
67289398,Lucas Marsh,12th,Chang High School,,69.7,Public
33617457,Chloe Byrd,11th,Fisher High School,,48.2,Public
111802058,Brian Thompson,11th,Turner High School,86.3,75.4,Public
112170268,Robert Beltran,9th,Green High School,78,81.6,Public
106966365,Sean Flowers,9th,Campos High School,87.8,85.3,Public
68901112,Theresa Brown,11th,Sullivan High School,62.9,63.6,Public
96858596,George Gonzalez,12th,Chang High School,65.4,81.5,Public
115670888,Erin Smith,9th,Fisher High School,75.4,56.5,Public
84684691,Randy Williams,12th,Chang High School,78.8,67,Public
17871743,Marissa Burton,12th,Montgomery High School,95.9,63.7,Public
91890999,Gregory Leonard,9th,Turner High School,94.9,86.5,Public
63159215,Brian Brown,12th,Richard High School,,66.3,Charter
52711363,Melissa Gates,9th,Fisher High School,,93,Public
55869351,Travis Rios,12th,Fisher High School,83.2,53,Public
34461262,Randy Hamilton,11th,Turner High School,78.3,63.3,Public
87549050,Leslie Bryant,11th,Turner High School,64,36.1,Public
54310908,Elizabeth Jones,10th,Green High School,58.9,73,Public
90467624,Thomas Allison,9th,Turner High School,74.6,84.2,Public
121650151,Ashley Gonzalez,10th,Richard High School,66.6,51.9,Charter
109274313,Annette Wade,9th,Turner High School,69,84.9,Public
17523279,Dawn Garrett,9th,Fisher High School,76.9,58.2,Public
32925535,Crystal Figueroa,10th,Wagner High School,94.1,62,Public
110755892,Brian Cook,9th,Sullivan High School,87.6,57.9,Public
107952873,Tracy Ramirez,12th,Campbell High School,93.6,67.2,Public
118709060,Barbara Perez,11th,Turner High School,70.6,72.7,Public
71967114,Sara Thomas,10th,Richard High School,44.3,56.3,Charter
39960153,Jacob Moran,11th,Turner High School,86.4,66,Public
14967197,Melanie Reyes,12th,Turner High School,46.3,48.4,Public
98019582,James Colon,10th,Montgomery High School,93.1,,Public
95255585,Jennifer Jackson,9th,Campbell High School,83.1,79.4,Public
57796891,Kelly Olson,11th,Silva High School,76.7,61,Public
47621219,Michael Rivera,12th,Turner High School,46.2,45.2,Public
78978575,Melissa Garcia,10th,Campos High School,80.6,79.9,Public
25201525,Victoria Sanchez,11th,Silva High School,95.2,96.7,Public
27086751,Shelley Smith,12th,Silva High School,48,92,Public
64103192,Glenn Valentine,12th,Dixon High School,45.9,71.7,Charter
26336583,Shannon Alexander,10th,Campbell High School,,66.9,Public
107275725,Tyler King,10th,Richard High School,94.8,50.8,Charter
106123933,Tiffany Smith,10th,Campos High School,85.5,66.1,Public
57913920,Joseph Leonard,10th,Fisher High School,97,35.9,Public
115810033,Laura Brown,9th,Montgomery High School,73.1,64.4,Public
94828078,Lisa Todd,12th,Chang High School,62.8,75.1,Public
16945777,Charles Pearson,9th,Turner High School,61.8,93.7,Public
78935903,Julian Alexander,11th,Turner High School,87.1,37.3,Public
30505135,Sara Bird,12th,Richard High School,62.2,64.8,Charter
39366825,Wesley Mitchell,12th,Bowers High School,75.8,59.5,Public
97767673,Anthony Hubbard,10th,Turner High School,83.1,75,Public
119540176,Justin Vincent,11th,Turner High School,,50.4,Public
51321097,Carrie Patrick,10th,Turner High School,48.2,69.4,Public
82342100,Teresa Chen,12th,Green High School,80.6,22.3,Public
114799126,William Taylor,10th,Turner High School,91.3,60.7,Public
32550845,Amanda Smith,11th,Turner High School,73.7,40.7,Public
110776143,Timothy Sanchez,11th,Bowers High School,96.1,63.8,Public
46695424,Matthew Thomas,9th,Turner High School,88.8,84,Public
19094641,Michael Clark,12th,Turner High School,75.5,55,Public
69050402,Angela Brown,11th,Turner High School,66.8,66.6,Public
36512698,Michael Larsen,12th,Woods High School,81.7,47.6,Public
110523448,Beth Mills,10th,Green High School,60.4,75.9,Public
28913988,Amanda Johnson,11th,Campbell High School,55.4,46.1,Public
85442971,Autumn Graham,9th,Odonnell High School,60.3,,Public
125557784,Alexander Briggs,9th,Fisher High School,88.3,73.7,Public
41497834,Christopher Lyons,12th,Fisher High School,67.1,56.1,Public
70200953,Brian Lewis,9th,Turner High School,73,77.7,Public
76722985,James Wilkins,9th,Turner High School,84.7,57.1,Public
46563019,Hannah Christensen,10th,Silva High School,85.7,,Public
117764200,Raymond Campbell,10th,Turner High School,79,73.3,Public
19994152,Brittany Bryant,10th,Richard High School,57.8,47.7,Charter
50296259,Makayla Willis,10th,Campbell High School,,50.9,Public
102380822,Theresa Ward,12th,Green High School,73,87.4,Public
111069532,Deborah Harper,11th,Silva High School,84.8,89.2,Public
30616396,Anthony Banks III,12th,Turner High School,87.7,46.3,Public
60348605,Albert Gibson,12th,Fisher High School,77.4,34.7,Public
85144758,Corey Miller,11th,Fisher High School,,59.3,Public
47295302,John Franklin,9th,Turner High School,70.6,83.7,Public
124576753,Bernard Lyons,11th,Turner High School,79.1,53.3,Public
44926137,Christopher Park,11th,Fisher High School,67.1,40.2,Public
14432431,Anna Parks,12th,Richard High School,65.7,74.7,Charter
21634824,Jeffrey Dawson,12th,Richard High School,78.2,69.3,Charter
112539702,Jordan Marquez,12th,Wagner High School,82.2,50.7,Public
51803081,Jaime Smith,9th,Campos High School,86.6,46.9,Public
41393569,Karen Jones,12th,Turner High School,,58.9,Public
91306179,David Rodriguez,9th,Turner High School,74.6,63.7,Public
125985903,Anthony Reilly,12th,Chang High School,62.5,76.7,Public
125262286,Leah Strickland,11th,Fisher High School,85.3,48.2,Public
109249267,Jamie Perry,9th,Turner High School,87.8,76,Public
74242933,Bradley Smith,11th,Turner High School,,37.1,Public
102095311,Albert Friedman,9th,Campos High School,81.8,47.2,Public
127101015,Megan Jones,12th,Campbell High School,68.1,88.4,Public
12475746,Garrett Moran,10th,Woods High School,83.9,,Public
21618206,Lisa White,12th,Richard High School,73.5,77.7,Charter
70517439,James Smith,12th,Richard High School,84.3,90,Charter
78969843,Hannah Nguyen,11th,Campos High School,75.7,86.4,Public
50032099,Robert Ball,10th,Turner High School,71.9,95.7,Public
11083744,Christopher Bryant,12th,Bowers High School,66,45.4,Public
129925707,Darrell Vargas,9th,Fisher High School,94.9,62.1,Public
89541726,Kayla Hansen,10th,Richard High School,80.2,53.3,Charter
124975419,Tyrone Hall,10th,Fisher High School,90.5,76.4,Public
117015645,Vanessa Gonzalez,9th,Campbell High School,65.8,97.1,Public
26122797,Dennis Mccormick,9th,Montgomery High School,,78,Public
102662731,Megan Dodson,11th,Chang High School,90.8,63.2,Public
49495922,Robert Hernandez,11th,Fisher High School,34.7,61.5,Public
50155934,Isaac Gilbert,11th,Turner High School,96,35.7,Public
40530666,Brittany Mcdonald,10th,Campbell High School,87.4,74.6,Public
64115834,Cynthia Parks,10th,Turner High School,80.3,55.2,Public
71159647,Michael Torres,11th,Montgomery High School,84.8,41.6,Public
48377012,Ryan Wheeler,12th,Campbell High School,70.2,54.4,Public
55372495,Daniel Holder,10th,Fisher High School,74.5,60.5,Public
76128288,Pamela Beck,10th,Fisher High School,62.4,65.3,Public
20065177,Daniel Lewis,10th,Campos High School,66.2,86.4,Public
31201182,Richard Mcdonald,12th,Fisher High School,95.6,66,Public
118081160,Robert Davis,11th,Turner High School,83.1,29.4,Public
78142521,William Gay,11th,Turner High School,,40.7,Public
128654503,Tricia Maldonado,9th,Turner High School,68.5,71.9,Public
25185586,Bryan Miller,11th,Silva High School,69.2,74.9,Public
54266780,Tyler Wilson,10th,Fisher High School,85,72.8,Public
68422060,Katrina Reed,9th,Montgomery High School,80.2,80.9,Public
31079068,Kimberly Huynh,11th,Turner High School,73.7,45.5,Public
72064809,Kelly Walker,10th,Montgomery High School,68.8,50.7,Public
66458104,Jerry Patterson,9th,Fisher High School,70.6,58.2,Public
77706010,Lori Lopez,12th,Woods High School,96.5,79.6,Public
30737576,Angela Woodard,9th,Montgomery High School,95.5,,Public
75570154,Marc White,10th,Campbell High School,95.4,78.1,Public
84144050,Robert Burgess,9th,Montgomery High School,98.7,42.2,Public
118477635,Gloria Young,9th,Campbell High School,,64,Public
123579256,Aaron Harper,11th,Wagner High School,50.2,94.2,Public
79498355,Jacob Gardner,10th,Fisher High School,72,60.5,Public
103615761,Brian Mcdonald,10th,Fisher High School,38.7,66.2,Public
96723304,Katrina Stephens,12th,Turner High School,58.6,52.8,Public
46490137,Gregory Lozano,12th,Turner High School,41,68.6,Public
129353476,Douglas Mitchell,11th,Fisher High School,57.2,50.8,Public
17538727,David Davis,10th,Sullivan High School,71.2,46.4,Public
104716245,Mary Gonzalez,12th,Fisher High School,76.5,51.3,Public
76196618,Michelle Bowman,11th,Bowers High School,67.9,73.6,Public
118072881,Willie Todd,11th,Campos High School,49.7,67.6,Public
108452220,Nicholas Wilson,11th,Campos High School,62.9,,Public
86992174,Ashley Glover,10th,Fisher High School,80.4,73.7,Public
92812565,Angela Hunter,10th,Richard High School,97.8,55.5,Charter
116643814,Sarah Peterson,11th,Richard High School,96.6,78.9,Charter
67920330,Rebecca Gardner,9th,Turner High School,47.5,78.9,Public
31283113,Chelsea Strong,11th,Richard High School,72.3,57.5,Charter
20302801,Eric Patterson,9th,Fisher High School,72.5,68.4,Public
45901724,Kristy Ibarra,11th,Turner High School,94.5,54.6,Public
21695973,James Cox,9th,Richard High School,75.9,44.9,Charter
65284845,Christy Bradley,10th,Turner High School,91.3,80.4,Public
108160897,Jordan Torres,12th,Richard High School,61.9,,Charter
16797310,Kevin Murphy,9th,Fisher High School,43.1,86.7,Public
89251414,Kevin Acosta,12th,Odonnell High School,93.7,69.9,Public
62627104,Julie Wright,9th,Fisher High School,,50.3,Public
34992223,Andrew Marks,10th,Fisher High School,84.9,67.8,Public
21778146,Brian Fuentes,10th,Turner High School,71.7,50.4,Public
20291789,Madison Kramer,11th,Fisher High School,98.3,49,Public
54223477,Frank Smith,10th,Campos High School,85.1,87.3,Public
45946556,Carol Silva,12th,Montgomery High School,76.4,99,Public
87343793,Diana Krueger,9th,Fisher High School,56.6,64.5,Public
111895777,Laura King,12th,Turner High School,60.7,51.8,Public
30670138,Marcus Fuller,9th,Green High School,89,75.3,Public
120734243,James Bailey,9th,Turner High School,79.8,62.9,Public
24402781,Breanna Willis,11th,Montgomery High School,,71.7,Public
24974837,Thomas Herrera,11th,Fisher High School,86,56.5,Public
70842337,Jason Dennis,12th,Chang High School,65.3,64.5,Public
56626690,James Blair,9th,Fisher High School,76,57.6,Public
17488767,Thomas Rios,12th,Green High School,63.6,74.5,Public
52952261,Jonathan Rodriguez,12th,Turner High School,47.8,48.3,Public
54233386,Brianna Allen,9th,Fisher High School,,79.8,Public
70169227,Barbara Jordan,10th,Richard High School,,48.8,Charter
62050179,Samantha Duke,10th,Campbell High School,87.2,61.7,Public
103869326,Nathan Harris,11th,Dixon High School,55,81.3,Charter
102963786,Gail Jones,9th,Campos High School,97.5,30.3,Public
25349267,Brian Short,9th,Richard High School,65.9,41.4,Charter
97457239,Peter Mcclure,9th,Montgomery High School,65.5,76.1,Public
60261889,Karen Green,11th,Fisher High School,48.3,,Public
32505955,Christina Baker,11th,Fisher High School,74.8,25.6,Public
54614361,Christopher Ramirez,12th,Campbell High School,78.2,89.2,Public
26514635,Laura Chavez,9th,Montgomery High School,88.3,79.3,Public
94117459,Brandy Gross,10th,Turner High School,68.2,99.1,Public
45604005,Derek Ray,12th,Chang High School,51.3,56.2,Public
76499247,Daniel Johnson,11th,Odonnell High School,56.8,58.5,Public
23290415,Michael Thompson,9th,Turner High School,85.1,72.6,Public
57043120,Sarah Stephenson,10th,Fisher High School,56.8,92.9,Public
42778390,Amanda Martin,11th,Dixon High School,94.3,74.6,Charter
67259195,Jessica Hernandez,9th,Campos High School,61,55.9,Public
77288017,Jeffrey Morris,10th,Campos High School,91.3,35.7,Public
98912906,Ricky Perez,12th,Fisher High School,95.7,64.6,Public
73420455,Andrew Morgan,11th,Turner High School,98.6,51.4,Public
65843817,Eduardo Jones,9th,Montgomery High School,86.7,43.2,Public
124941841,Eugene Strong,12th,Fisher High School,68.4,41.7,Public
38837290,Billy Buchanan,9th,Fisher High School,88.6,65.4,Public
40987109,Tracy Choi,9th,Chang High School,79.4,72.9,Public
44508322,Tammy Patton,12th,Chang High School,61.1,63.6,Public
66879990,Brian Kennedy,12th,Richard High School,,80.8,Charter
26114239,James Fitzgerald,11th,Campbell High School,61.2,47.8,Public
27507557,Sandra Williams,11th,Fisher High School,59,40.5,Public
61051496,Michael Farrell,12th,Montgomery High School,58.7,71.2,Public
29004155,Corey Edwards,9th,Silva High School,97,71.4,Public
32779587,Keith Mendoza,12th,Green High School,73.6,34.6,Public
73678553,Sarah Daniel,12th,Turner High School,47.9,57.8,Public
123710044,Ashley Adkins,11th,Turner High School,67.6,,Public
22809412,Ashley Tucker,12th,Chang High School,,68.2,Public
80780803,Anthony King,10th,Turner High School,79.4,86.8,Public
61599453,Gregory Chavez,12th,Campbell High School,72,67.6,Public
19375140,Richard Johns,12th,Montgomery High School,69.8,52.2,Public
61337916,Kelly Garrison,11th,Richard High School,82.3,59.8,Charter
49309212,Courtney Chavez,12th,Odonnell High School,71.2,84.3,Public
64514927,Nathaniel Hood,10th,Richard High School,55.1,56.2,Charter
21778382,Christina Green,12th,Montgomery High School,61.5,78.4,Public
42529044,Ryan Williams,11th,Richard High School,,62,Charter
50387171,Nicole Sheppard,12th,Campbell High School,76.1,86.3,Public
72047774,James Rodgers,11th,Silva High School,71.5,94.5,Public
68751304,Joanna Nguyen,10th,Montgomery High School,77.6,68.5,Public
104864760,Rebecca Flynn,9th,Campos High School,50.2,61.3,Public
78288281,Aaron Coleman,10th,Campbell High School,88.3,71,Public
98172283,Christopher Black,9th,Fisher High School,58.2,53.2,Public
82229841,Harold Powell,9th,Fisher High School,83.4,98.2,Public
87541317,Jade Becker,11th,Turner High School,80.7,64.9,Public
104524660,Jill Hawkins,9th,Campos High School,94.8,43.2,Public
90606951,Sydney Logan,11th,Campos High School,67.2,73.4,Public
60471161,Jeremy Ross,9th,Silva High School,62.2,69.1,Public
52649956,Stanley Taylor,11th,Green High School,61.2,51.7,Public
107171201,Faith Farrell,9th,Fisher High School,62.6,55.2,Public
129163857,Patricia Adams,10th,Wagner High School,97.1,68.1,Public
29224524,Eugene Newton,9th,Chang High School,86.6,74.1,Public
117539901,Heather Murray,10th,Richard High School,69.9,51.4,Charter
122961496,Melvin Waller,9th,Wagner High School,61.2,60.7,Public
37859732,Brooke Frazier,11th,Fisher High School,76.5,58.7,Public
29985300,Haley Norris,10th,Fisher High School,59.2,,Public
91529626,James Schneider,10th,Turner High School,80.4,87.2,Public
26619488,Nathaniel Gamble,10th,Richard High School,59.5,49.2,Charter
55119056,Kenneth Walter,10th,Campbell High School,85.9,97.6,Public
75372161,Shaun Bullock,10th,Campbell High School,93.2,92.7,Public
64932871,John Miller,10th,Richard High School,77.2,50.5,Charter
54617795,Stephanie Cunningham,12th,Richard High School,63.5,,Charter
105667322,Andrew Abbott,11th,Richard High School,94.1,,Charter
20574558,Christopher Mccoy,9th,Green High School,,79.3,Public
10966587,Donald Perez,10th,Campbell High School,96.8,71.1,Public
65507878,Christopher Sweeney,11th,Fisher High School,72.1,49.6,Public
123666318,Casey Payne,9th,Montgomery High School,82.9,53.3,Public
62797351,Edward Cervantes,12th,Silva High School,,72.3,Public
105135980,Danielle Hill,9th,Chang High School,72.6,71.3,Public
91551283,Benjamin Shelton,10th,Campbell High School,80.6,69.2,Public
87402618,Stephanie Walker,9th,Turner High School,91.7,73.8,Public
112997056,Alexis Roth,11th,Fisher High School,85.1,59,Public
12707171,Lauren Brown,11th,Woods High School,89.4,40.7,Public
31387190,Laura Jones,11th,Woods High School,,67.6,Public
36903346,Kenneth Russell,11th,Turner High School,77.4,43.2,Public
74496873,John Meadows,12th,Turner High School,56.2,72.3,Public
10838893,Angela Wiggins,11th,Montgomery High School,74.7,42.9,Public
13645863,James Cooper,12th,Fisher High School,89.2,52.1,Public
122392269,Elizabeth Welch,11th,Silva High School,94.4,99.3,Public
72882476,Michele Navarro,12th,Wagner High School,69.7,35.8,Public
51925642,Daniel Brooks,10th,Turner High School,86.5,70.5,Public
46959568,Lori Butler,10th,Campbell High School,71.7,52.5,Public
26420839,David Moreno,10th,Montgomery High School,98,60.3,Public
122455342,Hannah Johnson,9th,Chang High School,82.1,79.9,Public
100475001,Elizabeth Ochoa,10th,Turner High School,73.2,63.4,Public
111287466,Cheryl Donovan,11th,Fisher High School,89.8,56.6,Public
62381725,Brian Richards,12th,Fisher High School,86.2,54.9,Public
64464637,Jessica Chavez,9th,Bowers High School,61.8,50.2,Public
42061706,Mark Obrien,11th,Turner High School,77.2,19.3,Public
99965774,Tiffany Kelly,11th,Bowers High School,91.3,53.8,Public
54626809,Heidi Ali,11th,Fisher High School,,28.1,Public
40184106,Carol Terry,10th,Campos High School,98.9,58.7,Public
26697280,Heather Kennedy,9th,Richard High School,86.2,50.1,Charter
47782734,Rebecca Reilly,9th,Campbell High School,85.1,68.3,Public
15230629,Mary Landry,10th,Campbell High School,99.5,86.7,Public
129440130,Megan Mckenzie,12th,Fisher High School,88.9,43.8,Public
128958128,Ryan Taylor,11th,Bowers High School,89.5,45.5,Public
55728256,Leonard French,9th,Wagner High School,82,77.9,Public
108850686,Carol Howell,11th,Campos High School,72,77.5,Public
56859962,Thomas Richards,11th,Fisher High School,38,50.2,Public
78196991,Alexis Wyatt,9th,Wagner High School,82.3,84.1,Public
55468312,Edward Gallegos,10th,Green High School,85.7,62.2,Public
101735960,Michael Anderson,11th,Chang High School,93,58,Public
101634126,Jeremy Richardson,10th,Green High School,87.7,66,Public
112455530,Anna Robinson,12th,Campbell High School,93.7,66.2,Public
30554584,Raymond Pena,11th,Turner High School,61.6,52.7,Public
129736239,Erica Todd,12th,Silva High School,67,69.1,Public
16674666,Wesley Griffin,9th,Montgomery High School,82.6,79.4,Public
73529521,Julie Hernandez,12th,Turner High School,58.6,54,Public
108875852,Brandon Munoz,9th,Chang High School,67.9,52.7,Public
84316859,Charlene Atkinson,12th,Chang High School,57.6,88.3,Public
104561458,Julie Campbell,12th,Dixon High School,80.5,55.6,Charter
128920499,Philip Hinton,10th,Richard High School,,67.3,Charter
18301380,Gregory Oliver,11th,Turner High School,80.6,55.8,Public
90623507,Joshua Lewis,9th,Chang High School,92.1,65.2,Public
18301380,Gregory Oliver,11th,Turner High School,80.6,55.8,Public
10207893,Michael Hernandez,9th,Fisher High School,59.3,44.9,Public
118002398,Calvin Villa,12th,Fisher High School,85.3,55.8,Public
76664810,Victor Riggs,10th,Campbell High School,80.6,79.7,Public
65255269,Christine Williams,10th,Fisher High School,57.6,74.6,Public
93193283,Grace Krause,10th,Turner High School,,,Public
90040902,Keith Smith,11th,Chang High School,93.9,81.3,Public
114136530,Dawn Vargas,9th,Fisher High School,95,39.7,Public
16026670,Christopher Taylor,10th,Campbell High School,72.6,58.5,Public
39948450,Phillip Rogers,11th,Fisher High School,93.8,37.3,Public
35870328,Joshua Turner,9th,Fisher High School,78,89.1,Public
111661781,April Smith,11th,Chang High School,90.6,64.1,Public
111133866,Olivia Miller,10th,Turner High School,64.2,74.7,Public
43716225,Katherine Coleman,10th,Campbell High School,73.3,65.4,Public
63188260,Gordon Henderson,9th,Turner High School,73.2,62,Public
120260461,Randall Williams,9th,Turner High School,91.6,77.5,Public
44870157,Paula Ramirez,11th,Bowers High School,92.9,99.2,Public
101884235,Jessica Allen,9th,Sullivan High School,88.4,86.5,Public
56370218,Brian Cervantes,11th,Campos High School,57.7,79.5,Public
69061022,David Baker,11th,Campos High School,69.3,92.6,Public
103178253,Xavier Holder Jr.,11th,Bowers High School,84.8,73.2,Public
26200101,Laura Kramer,11th,Bowers High School,97.2,89.4,Public
85615504,Kerri Taylor,12th,Fisher High School,88.3,54.2,Public
16181515,Jasmin Roy,11th,Campos High School,87.8,86.7,Public
27458952,Kelly Hicks,10th,Fisher High School,65.4,69.7,Public
19692386,Steven Chandler,10th,Fisher High School,83.5,83.7,Public
103586971,Kenneth Morrison,9th,Fisher High School,82.4,52.8,Public
115985298,Jason Richardson,12th,Turner High School,73.9,59.4,Public
59328539,Charles Walker,11th,Chang High School,89.9,75.5,Public
108628892,Brittany Williams,10th,Sullivan High School,80.3,50.1,Public
97478603,Jacob Williams,11th,Campos High School,78.8,91.6,Public
31781123,Jason Ryan,10th,Richard High School,39.2,41.9,Charter
26395032,Christopher Richardson,11th,Silva High School,92.4,63.6,Public
103500423,Matthew Roberson,11th,Turner High School,83.8,50.1,Public
29838279,Aaron Richards,11th,Turner High School,64.6,66.3,Public
65599695,Michael Atkinson,12th,Fisher High School,98.1,67.9,Public
106631852,Jessica Jones,11th,Turner High School,75.1,44.8,Public
76545324,Christopher Long,11th,Campos High School,61.7,67.6,Public
50095890,Debra Flores,11th,Richard High School,79.9,74.2,Charter
123963451,Stephanie Ayers,10th,Campbell High School,96.3,,Public
99715924,Krista Jones,9th,Montgomery High School,,57.2,Public
73812063,Jennifer Smith,9th,Richard High School,76.6,74.3,Charter
112649731,Michelle Lutz,10th,Richard High School,55.1,70.1,Charter
32784174,Adam Jones,11th,Turner High School,81.3,17.3,Public
46295882,Benjamin Porter,11th,Richard High School,93.4,49.5,Charter
97857619,Joel Green,9th,Sullivan High School,79.6,33.3,Public
104438442,Vanessa Stevens,10th,Bowers High School,39.2,77.9,Public
58035580,Monica Sherman,11th,Turner High School,75.7,51.1,Public
58430431,Gina Pope,9th,Chang High School,,74.8,Public
90161315,John Hanna,9th,Turner High School,82.2,72.9,Public
31969958,Alexander Dickerson,11th,Turner High School,69.5,65.9,Public
52060001,Jose Rogers,12th,Chang High School,67,83.7,Public
39490487,Isaiah Davis,9th,Turner High School,73,83.6,Public
73314891,Ryan Curry,12th,Turner High School,49.8,40.6,Public
93947578,Omar Moore,12th,Montgomery High School,72.2,60.4,Public
